"umbral","unidades_retenidas","estancias_retenidas","unidades_descartadas","estancias_descartadas","estancias_cohorte_final","unidades_de_desarrollo","estancias_de_desarrollo","estancias_reservadas"
500,6,22778,10,435,23213,5,18054,4724
