"determinaciones_retenidas","determinaciones_anadidas","columnas_retenidas","columnas_ampliada","no_nulos_retenidas","no_nulos_ampliada","estancias_ajuste","estancias_prueba","estancias_completas","denominador_cohorte","pct_de_la_cohorte","promedio_minoritarias_retenidas","promedio_minoritarias_ampliada","diferencia_minoritarias","peor_cambio_por_clase","replicas","ic_inferior_minoritarias","ic_superior_minoritarias","direccion_sostenida","clases_que_excluyen_el_cero","clases_que_resisten_holm"
17,12,23,35,31,39,2487,1011,3498,23213,15.07,0.6635,0.6523,-0.0113,-0.0319,10000,-0.0249,0.0027,FALSE,1,0
