"unidades","distancia_de_la_reservada","mayor_de_las_demas","menor_de_las_demas","veces_la_siguiente","es_la_mas_distante","fuera_del_rango_de_las_demas"
6,0.402,0.22,0.098,1.83,TRUE,TRUE
