"fijacion_de_la_seleccion","apertura_de_la_reservada","agregado_que_marca_la_apertura","fases_del_modelo"
"2026-08-18","2026-08-20","outputs/fase11/cobertura_sellado.csv","outputs/fase7 outputs/fase8"
