"tipos_en_la_fuente","cultivos","peso_minimo_pct","tipos_retenidos","cultivos_retenidos_pct","positividad_minima_pct","positividad_maxima_pct","razon_entre_extremos"
58,65317,1,7,93.62,5.54,55.54,10.03
