"pacientes_ajuste","pacientes_validacion","lambda_1se_interno","lambda_min_interno","lambda_1se_fase7","lambda_min_fase7","no_nulos_1se","no_nulos_min","argmax_minoritario_1se","argmax_minoritario_min","promedio_minoritarias_1se","promedio_minoritarias_min","mejora_interna","peor_cambio_interno","mejora_original","peor_cambio_original","umbral_mejora","umbral_perdida","cumple_mejora","cumple_perdida","decision_interna","decision_original","coinciden"
5578,2791,0.012051534325016,0.00225823749904149,0.01044,0.000191,7,58,0,0,0.6178,0.6553,0.0375,0.0343,0.0395,-0.0141,0.02,0.02,TRUE,TRUE,"lambda.min","lambda.min",TRUE
